$METADATA
$Version 1.1
$Project; FerryBox
$Device; 731803
$DateTime; 2021.12.09 00:00:01
$Filename; C:\Working\All_sensors_731803_2021-12-09.txt
$Watertimedelay; 00:01:00
$TrackStart: Unknown
$TrackEnd: Unknown
$FORMATS
$1; DateTime; YYYY.MM.DD hh:mm:ss
$2; Measdata; Float


$DATASETS
Units	Deg	Deg	Nm		Deg		m		ml/l		%		DegC		ml/l		mbar		l/min		l/min		l/min		l/min		l/min		l/min		l/min		bool		bool		pH		DegC		DegC		DegC		S/m		psu		m/s		mbar		mbar		DegC		ppm		uatm		ppm		uatm		uatm		PSU		pH		µg/l		NTU		DegC		µg/l		DegC		µg/l		ppb	
Date Time	Latitude	Longitude	Speed	Quality	Course	Quality	Height	Quality	Optode_O2Concentration	Quality	Optode_AirSaturation	Quality	Optode_Temperature	Quality	O2_Corr	Quality	pressure	Quality	flow_in	Quality	flow_main	Quality	flow_FLNTU	Quality	flow_OSCAR	Quality	flow_pCO2	Quality	flow_IFCB	Quality	flow_EXTERN	Quality	halffull	Quality	full	Quality	pH	Quality	pH_Temp	Quality	SBE38_Temp	Quality	SBE45_Temp	Quality	SBE45_Cond	Quality	SBE45_Salinity	Quality	SBE45_SoundVel	Quality	HydroC_P_NDIR	Quality	HydroC_P_In	Quality	HydroC_T_Sensor	Quality	HydroC_Conc_Estimate	Quality	HydroC_pCO2_Corr	Quality	HydroC_XCO2_Corr	Quality	HydroC_Corr_Zero	Quality	HydroC_pCO2_Comp	Quality	HydroFIA_salinity	Quality	HydroFIA_pH	Quality	WetLabs_Chlorophyll-A	Quality	WetLabs_Turbidity	Quality	nanoFlu_A_Sens_Temp	Quality	nanoFlu_A_blue	Quality	nanoFlu_B_Sens_Temp	Quality	nanoFlu_B_CDOM	Quality	Cycl_Phycoerythrin	Quality
2021.12.08 23:59:00	60.211287	19.094102	10.783383	0	325.501484	0	-0.142433	0	7.740518	0	85.387333	0	4.427000	0	7.466449	0	153.979167	0	29.858480	0	5.166884	0	0.688994	0	0.452292	0	2.084439	0	-0.001498	0	47.664558	0	1.000000	0	1.000000	0	7.937489	0	0.000000	0	4.245148	0	4.522717	0	0.592166	0	5.420536	0	1431.050724	0	1006.395763	0	995.984576	0	470.891610	0	471.514576	0	479.687288	0	50.000847	0	66666.000000	1	0.000000	0	26.000000	0	7.729000	0	0.399493	0	3.385473	0	17.030929	0	3.056214	0	15.993250	0	13.916071	0	9.378261	0
2021.12.09 00:00:00	60.213949	19.091086	10.824561	0	332.248538	0	-1.517544	0	7.740063	0	85.382167	0	4.426833	0	7.466723	0	157.833333	0	29.884521	0	5.170708	0	0.868682	0	0.221740	0	2.131148	0	-0.001830	0	47.643780	0	1.000000	0	1.000000	0	7.938110	0	0.000000	0	4.245690	0	4.523048	0	0.591504	0	5.414021	0	1431.043724	0	1014.446579	0	994.460000	0	83.868105	0	471.012727	0	159.575263	0	49.999526	0	99999.000000	1	0.000000	0	26.000000	0	7.729000	0	0.403916	0	3.386491	0	16.999927	0	3.134945	0	15.946000	0	13.929179	0	9.300000	0
2021.12.09 00:01:00	60.216720	19.088160	10.892308	0	331.750769	0	-3.384615	0	7.742019	0	85.405333	0	4.427500	0	7.468086	0	154.416667	0	29.842412	0	5.159737	0	0.871341	0	0.384972	0	2.133641	0	-0.001996	0	47.839092	0	1.000000	0	1.000000	0	7.938110	0	0.000000	0	4.254501	0	4.523631	0	0.590981	0	5.408800	0	1431.039707	0	1017.924333	0	994.126667	0	-73.808200	0	66666.000000	1	29.299833	0	50.002150	0	66666.000000	1	0.000000	0	26.000000	0	7.729000	0	0.406280	0	3.388071	0	16.998895	0	3.141404	0	15.944875	0	13.968679	0	9.187500	0
2021.12.09 00:02:00	60.219488	19.085245	10.963526	0	331.607903	0	-2.784195	0	7.737658	0	85.379250	0	4.437333	0	7.464984	0	153.229167	0	29.917212	0	5.160900	0	0.875330	0	0.450630	0	2.131314	0	-0.001996	0	47.726891	0	1.000000	0	1.000000	0	7.937500	0	0.000000	0	4.288164	0	4.533597	0	0.590688	0	5.404290	0	1431.078379	0	1007.708235	16384	996.076863	16384	179.333490	16384	66666.000000	1	196.647451	16384	50.002373	16384	207.308723	0	0.000000	0	26.000000	0	7.729000	0	0.399470	0	3.387342	0	16.994375	0	3.225571	0	15.937000	0	13.834196	0	9.052174	0
2021.12.09 00:03:00	60.222260	19.082296	10.938080	0	331.727554	0	-1.486068	0	7.737154	0	85.406917	0	4.452250	0	7.464876	0	155.750000	0	29.801410	0	5.169877	0	0.784240	0	0.305351	0	2.127657	0	-0.001996	0	47.718580	0	1.000000	0	1.000000	0	7.936876	0	0.000000	0	4.299728	0	4.548798	0	0.590134	0	5.396388	0	1431.136138	0	1006.520000	16384	996.093000	16384	305.506317	16384	66666.000000	1	296.571167	16384	50.000617	16384	291.549667	0	0.000000	0	26.000000	0	7.729000	0	0.407896	0	3.396732	0	16.991458	0	3.158932	0	15.937000	0	13.904627	0	9.342391	0
2021.12.09 00:04:00	60.225027	19.079371	10.617284	0	331.845679	0	-1.216049	0	7.735937	0	85.441000	0	4.473500	0	7.463621	0	155.958333	0	29.876210	0	5.161732	0	0.801527	0	0.513296	0	2.136633	0	-0.001996	0	47.780914	0	1.000000	0	1.000000	0	7.936420	0	0.000000	0	4.294352	0	4.570181	0	0.589398	0	5.385708	0	1431.217831	0	1006.548689	16384	996.130164	16384	339.981410	16384	66666.000000	1	331.429180	16384	50.001098	16384	325.829672	0	0.000000	0	26.000000	0	7.729000	0	0.397554	0	3.392402	0	16.991158	0	3.099298	0	15.937000	0	13.637351	0	8.964130	0
2021.12.09 00:05:00	60.227771	19.076491	10.858491	0	331.745283	0	-1.377358	0	7.736180	0	85.454000	0	4.478167	0	7.463676	0	153.937500	0	29.874548	0	5.173866	0	0.814493	0	0.411069	0	2.133142	0	-0.001996	0	47.776758	0	1.000000	0	1.000000	0	7.936335	0	0.000000	0	4.271300	0	4.573847	0	0.588777	0	5.379038	0	1431.225759	0	1006.573333	16384	996.141833	16384	366.546000	16384	66666.000000	1	359.492500	16384	50.000867	16384	353.422333	0	0.000000	0	26.000000	0	7.729000	0	0.398518	0	3.396702	0	16.986500	0	3.196286	0	15.937000	0	13.862393	0	9.037500	0
2021.12.09 00:06:00	60.230505	19.073591	11.000000	0	331.652439	0	-1.000000	0	7.744442	0	85.507750	0	4.461583	0	7.472134	0	154.500000	0	29.888400	0	5.159903	0	0.871840	0	0.311002	0	2.124997	0	-0.001996	0	47.647935	0	1.000000	0	1.000000	0	7.936890	0	0.000000	0	4.263496	0	4.556531	0	0.587876	0	5.373038	0	1431.140690	0	1006.562034	16384	996.119153	16384	386.391305	16384	66666.000000	1	381.172373	16384	50.000034	16384	374.727288	0	0.000000	0	26.000000	0	7.729000	0	0.391736	0	3.397598	0	16.983125	0	3.135125	0	15.937000	0	13.908321	0	8.462500	0
2021.12.09 00:07:00	60.233235	19.070761	10.621875	0	332.521875	0	-1.328125	0	7.748206	0	85.522500	0	4.449417	0	7.476293	0	154.458333	0	29.899481	0	5.170541	0	0.885803	0	0.283742	0	2.128488	0	-0.001996	0	47.681180	0	1.000000	0	1.000000	0	7.935669	0	0.000000	0	4.263516	0	4.545097	0	0.587507	0	5.371284	0	1431.087431	0	1006.528197	16384	996.111311	16384	402.210590	16384	99999.000000	1	398.894590	16384	49.999525	16384	392.147213	0	0.000000	0	26.000000	0	7.729000	0	0.394072	0	3.399254	0	16.977536	0	2.920571	0	15.937000	0	13.811411	0	8.501087	0
